[Symbols]

nth   paddr      vaddr      bind   type   size   lib name
―――――――――――――――――――――――――――――――――――――――――――――――――――――――――
4     0x001da4b0 0x001da4b0 WEAK   FUNC   9          cocos2d::CCSceneDelegate::willSwitchToScene(cocos2d::CCScene*)
5     0x001da4c0 0x001da4c0 GLOBAL FUNC   39         JNI_OnLoad
37    0x005daf50 0x005daf50 GLOBAL FUNC   213        cocos2d::JniHelper::getStaticMethodInfo(cocos2d::JniMethodInfo_&, char const*, char const*, char const*)
38    0x001da8c0 0x001da8c0 GLOBAL FUNC   56         PlatformToolbox::getUserID()
39    0x001da900 0x001da900 GLOBAL FUNC   129        PlatformToolbox::isNetworkAvailable()
40    0x001da990 0x001da990 GLOBAL FUNC   116        PlatformToolbox::onNativePause()
41    0x001daa10 0x001daa10 GLOBAL FUNC   116        PlatformToolbox::onNativeResume()
42    0x001daa90 0x001daa90 GLOBAL FUNC   116        PlatformToolbox::onToggleKeyboard()
43    0x001dab10 0x001dab10 GLOBAL FUNC   145        PlatformToolbox::setKeyboardState(bool)
44    0x001dabb0 0x001dabb0 GLOBAL FUNC   116        PlatformToolbox::onGameLaunch()
45    0x001dac30 0x001dac30 GLOBAL FUNC   145        PlatformToolbox::setBlockBackButton(bool)
46    0x001dacd0 0x001dacd0 GLOBAL FUNC   129        PlatformToolbox::shouldResumeSound()
47    0x001dad60 0x001dad60 GLOBAL FUNC   116        PlatformToolbox::reportLoadingFinished()
48    0x001dade0 0x001dade0 GLOBAL FUNC   9          PlatformToolbox::logEvent(char const*)
49    0x001dadf0 0x001dadf0 GLOBAL FUNC   9          PlatformToolbox::activateGameCenter()
50    0x001dae00 0x001dae00 GLOBAL FUNC   9          PlatformToolbox::isLocalPlayerAuthenticated()
51    0x001dae10 0x001dae10 GLOBAL FUNC   129        PlatformToolbox::isSignedInGooglePlay()
52    0x001daea0 0x001daea0 GLOBAL FUNC   116        PlatformToolbox::signInGooglePlay()
53    0x001daf20 0x001daf20 GLOBAL FUNC   116        PlatformToolbox::signOutGooglePlay()
54    0x001dafa0 0x001dafa0 GLOBAL FUNC   200        PlatformToolbox::reportAchievementWithID(char const*, int)
55    0x001db070 0x001db070 GLOBAL FUNC   116        PlatformToolbox::showAchievements()
56    0x001db0f0 0x001db0f0 GLOBAL FUNC   285        PlatformToolbox::sendMail(char const*, char const*, char const*)
57    0x001db210 0x001db210 GLOBAL FUNC   165        PlatformToolbox::tryShowRateDialog(std::string)
58    0x001db2c0 0x001db2c0 GLOBAL FUNC   116        PlatformToolbox::openAppPage()
59    0x001db340 0x001db340 GLOBAL FUNC   367        PlatformToolbox::saveAndEncryptStringToFile(std::string, char const*, char const*)
61    0x001db4b0 0x001db4b0 GLOBAL FUNC   562        PlatformToolbox::loadAndDecryptFileToString(char const*, char const*)
62    0x001db6f0 0x001db6f0 GLOBAL FUNC   9          PlatformToolbox::isHD()
63    0x001db700 0x001db700 GLOBAL FUNC   175        PlatformToolbox::doesFileExist(std::string)
64    0x005d6a00 0x005d6a00 GLOBAL FUNC   297        cocos2d::CCFileUtils::sharedFileUtils()
65    0x001db7b0 0x001db7b0 GLOBAL FUNC   9          PlatformToolbox::downloadAndSavePromoImage(std::string, std::string)
66    0x001db7c0 0x001db7c0 GLOBAL FUNC   613        PlatformToolbox::spriteFromSavedFile(std::string)
67    0x005e3550 0x005e3550 GLOBAL FUNC   121        cocos2d::CCSprite::create(char const*)
68    0x001dba30 0x001dba30 GLOBAL FUNC   9          PlatformToolbox::gameDidSave()
69    0x001dba40 0x001dba40 GLOBAL FUNC   9          PlatformToolbox::toggleFullScreen(bool)
70    0x001dba50 0x001dba50 GLOBAL FUNC   9          PlatformToolbox::resizeWindow(float, float)
71    0x001dba60 0x001dba60 GLOBAL FUNC   9          PlatformToolbox::refreshWindow()
72    0x001dba70 0x001dba70 GLOBAL FUNC   86         PlatformToolbox::getDisplaySize()
73    0x00591cb0 0x00591cb0 GLOBAL FUNC   19         cocos2d::CCSize::CCSize(cocos2d::CCPoint const&)
74    0x001dbad0 0x001dbad0 GLOBAL FUNC   9          PlatformToolbox::platformShutdown()
75    0x001dbae0 0x001dbae0 GLOBAL FUNC   9          PlatformToolbox::updateMouseControl()
76    0x001dbaf0 0x001dbaf0 GLOBAL FUNC   9          PlatformToolbox::toggleMouseControl(bool)
77    0x001dbb00 0x001dbb00 GLOBAL FUNC   9          PlatformToolbox::isControllerConnected()
78    0x001dbb10 0x001dbb10 GLOBAL FUNC   9          PlatformToolbox::updateWindowedSize(float, float)
79    0x001dbb20 0x001dbb20 GLOBAL FUNC   70         PlatformToolbox::getRawPath(char const*)
80    0x001dbb70 0x001dbb70 GLOBAL FUNC   9          PlatformToolbox::toggleCPUSleepMode(bool)
81    0x001dbb80 0x001dbb80 GLOBAL FUNC   9          PlatformToolbox::toggleVerticalSync(bool)
82    0x001dbb90 0x001dbb90 GLOBAL FUNC   9          PlatformToolbox::toggleCallGLFinish(bool)
83    0x001dbba0 0x001dbba0 GLOBAL FUNC   9          PlatformToolbox::toggleForceTimer(bool)
84    0x001dbbb0 0x001dbbb0 GLOBAL FUNC   50         PlatformToolbox::toggleSmoothFix(bool)
85    0x001dbbf0 0x001dbbf0 GLOBAL FUNC   9          PlatformToolbox::hideCursor()
86    0x001dbc00 0x001dbc00 GLOBAL FUNC   9          PlatformToolbox::showCursor()
87    0x001dbc10 0x001dbc10 GLOBAL FUNC   9          PlatformToolbox::isLowMemoryDevice()
88    0x001dbc20 0x001dbc20 GLOBAL FUNC   9          PlatformToolbox::copyToClipboard(std::string)
89    0x001dbcf0 0x001dbcf0 GLOBAL FUNC   9          AdToolbox::setupAds()
90    0x001dbd00 0x001dbd00 GLOBAL FUNC   96         AdToolbox::enableBanner()
91    0x001dbd60 0x001dbd60 GLOBAL FUNC   96         AdToolbox::disableBanner()
92    0x001dbdc0 0x001dbdc0 GLOBAL FUNC   96         AdToolbox::showInterstitial()
93    0x001dbe20 0x001dbe20 GLOBAL FUNC   96         AdToolbox::cacheInterstitial()
94    0x001dbe80 0x001dbe80 GLOBAL FUNC   105        AdToolbox::hasCachedInterstitial()
95    0x001dbef0 0x001dbef0 GLOBAL FUNC   96         AdToolbox::showRewardedVideo()
96    0x001dbf50 0x001dbf50 GLOBAL FUNC   96         AdToolbox::cacheRewardedVideo()
97    0x001dbfb0 0x001dbfb0 GLOBAL FUNC   105        AdToolbox::hasCachedRewardedVideo()
98    0x001dc0e0 0x001dc0e0 GLOBAL FUNC   9          Java_com_customRobTop_JniToCpp_didDismissInterstitial
99    0x001dc0f0 0x001dc0f0 GLOBAL FUNC   9          Java_com_customRobTop_JniToCpp_didCloseInterstitial
100   0x001dc100 0x001dc100 GLOBAL FUNC   9          Java_com_customRobTop_JniToCpp_didClickInterstitial
101   0x001dc110 0x001dc110 GLOBAL FUNC   415        Java_com_customRobTop_JniToCpp_didCacheInterstitial
103   0x00251bd0 0x00251bd0 GLOBAL FUNC   1302       GameManager::sharedState()
104   0x00252b20 0x00252b20 GLOBAL FUNC   9          GameManager::showMainMenuAd()
105   0x001dc2b0 0x001dc2b0 GLOBAL FUNC   9          Java_com_customRobTop_JniToCpp_showInterstitialFailed
106   0x001dc2c0 0x001dc2c0 GLOBAL FUNC   35         Java_com_customRobTop_JniToCpp_resumeSound
107   0x0022e140 0x0022e140 GLOBAL FUNC   27         AppDelegate::get()
108   0x0022e3e0 0x0022e3e0 GLOBAL FUNC   64         AppDelegate::resumeSound()
109   0x001dc2f0 0x001dc2f0 GLOBAL FUNC   35         Java_com_customRobTop_JniToCpp_hideLoadingCircle
110   0x0022e570 0x0022e570 GLOBAL FUNC   9          AppDelegate::hideLoadingCircle()
111   0x001dc320 0x001dc320 GLOBAL FUNC   9          Java_com_customRobTop_JniToCpp_promoImageDownloaded
112   0x001dc330 0x001dc330 GLOBAL FUNC   9          Java_com_customRobTop_JniToCpp_itemPurchased
113   0x001dc340 0x001dc340 GLOBAL FUNC   9          Java_com_customRobTop_JniToCpp_itemPurchaseFailed
114   0x001dc350 0x001dc350 GLOBAL FUNC   9          Java_com_customRobTop_JniToCpp_itemRefunded
115   0x001dc360 0x001dc360 GLOBAL FUNC   35         Java_com_customRobTop_JniToCpp_googlePlaySignedIn
116   0x002164b0 0x002164b0 GLOBAL FUNC   158        GooglePlayManager::sharedState()
117   0x00216550 0x00216550 GLOBAL FUNC   49         GooglePlayManager::googlePlaySignedIn()
118   0x001dc390 0x001dc390 GLOBAL FUNC   34         Java_com_customRobTop_JniToCpp_userDidAttemptToRateApp
119   0x001dc3c0 0x001dc3c0 GLOBAL FUNC   35         Java_com_customRobTop_JniToCpp_videoAdShowed
120   0x00252c60 0x00252c60 GLOBAL FUNC   97         GameManager::videoAdShowed()
121   0x001dc3f0 0x001dc3f0 GLOBAL FUNC   35         Java_com_customRobTop_JniToCpp_videoAdHidden
122   0x00252cd0 0x00252cd0 GLOBAL FUNC   69         GameManager::videoAdHidden()
123   0x001dc420 0x001dc420 GLOBAL FUNC   9          Java_com_customRobTop_JniToCpp_setupHSSAssets
124   0x001dc430 0x001dc430 GLOBAL FUNC   76         Java_com_customRobTop_JniToCpp_everyplayRecordingStopped
125   0x00242310 0x00242310 GLOBAL FUNC   154        PlayLayer::startRecordingDelayed()
126   0x001dc480 0x001dc480 GLOBAL FUNC   43         Java_com_customRobTop_JniToCpp_rewardedVideoAdFinished
127   0x00252d30 0x00252d30 GLOBAL FUNC   128        GameManager::rewardedVideoAdFinished(int)
128   0x001dc4b0 0x001dc4b0 GLOBAL FUNC   35         Java_com_customRobTop_JniToCpp_rewardedVideoAdHidden
129   0x00252db0 0x00252db0 GLOBAL FUNC   172        GameManager::rewardedVideoHiddenDelayed()
130   0x001dc5a0 0x001dc5a0 GLOBAL FUNC   116        EveryplayToolbox::firstSetup()
131   0x001dc620 0x001dc620 GLOBAL FUNC   129        EveryplayToolbox::isLowEndDevice()
132   0x001dc6b0 0x001dc6b0 GLOBAL FUNC   129        EveryplayToolbox::isEveryplaySupported()
133   0x001dc740 0x001dc740 GLOBAL FUNC   129        EveryplayToolbox::isRecordingSupported()
134   0x001dc7d0 0x001dc7d0 GLOBAL FUNC   129        EveryplayToolbox::isPaused()
135   0x001dc860 0x001dc860 GLOBAL FUNC   129        EveryplayToolbox::isRecording()
136   0x001dc8f0 0x001dc8f0 GLOBAL FUNC   116        EveryplayToolbox::startRecording()
137   0x001dc970 0x001dc970 GLOBAL FUNC   116        EveryplayToolbox::stopRecording()
138   0x001dc9f0 0x001dc9f0 GLOBAL FUNC   116        EveryplayToolbox::resumeRecording()
139   0x001dca70 0x001dca70 GLOBAL FUNC   116        EveryplayToolbox::pauseRecording()
140   0x001dcaf0 0x001dcaf0 GLOBAL FUNC   116        EveryplayToolbox::playLastRecording()
141   0x001dcb70 0x001dcb70 GLOBAL FUNC   358        EveryplayToolbox::setMetadataFromLevel(GJGameLevel*)
142   0x005973a0 0x005973a0 GLOBAL FUNC   135        cocos2d::CCString::createWithFormat(char const*, ...)
143   0x00596ff0 0x00596ff0 GLOBAL FUNC   12         cocos2d::CCString::getCString() const
144   0x001dcce0 0x001dcce0 GLOBAL FUNC   116        EveryplayToolbox::showEveryplay()
145   0x001dce20 0x001dce20 GLOBAL FUNC   145        AchievementNotifier::~AchievementNotifier()
146   0x00b8fb20 0x00b90b20 WEAK   OBJ    436        vtable for AchievementNotifier
147   0x00596200 0x00596200 GLOBAL FUNC   34         cocos2d::CCObject::release()
148   0x0058f3b0 0x0058f3b0 GLOBAL FUNC   358        cocos2d::CCNode::~CCNode()
149   0x001dcec0 0x001dcec0 GLOBAL FUNC   56         AchievementNotifier::~AchievementNotifier()
150   0x001dce20 0x001dce20 GLOBAL FUNC   145        AchievementNotifier::~AchievementNotifier()
151   0x001dcf00 0x001dcf00 GLOBAL FUNC   50         AchievementNotifier::init()
152   0x005977e0 0x005977e0 GLOBAL FUNC   113        cocos2d::CCArray::create()
153   0x00596230 0x00596230 GLOBAL FUNC   13         cocos2d::CCObject::retain()
154   0x001dcf40 0x001dcf40 GLOBAL FUNC   168        AchievementNotifier::sharedState()
155   0x0058f680 0x0058f680 GLOBAL FUNC   473        cocos2d::CCNode::CCNode()
156   0x001dcff0 0x001dcff0 GLOBAL FUNC   363        AchievementNotifier::showNextAchievement()
157   0x00597940 0x00597940 GLOBAL FUNC   12         cocos2d::CCArray::count() const
158   0x00203db0 0x00203db0 GLOBAL FUNC   202        GameSoundManager::sharedManager()
159   0x00204d90 0x00204d90 GLOBAL FUNC   162        GameSoundManager::playEffect(std::string, float, float, float)
160   0x00597990 0x00597990 GLOBAL FUNC   18         cocos2d::CCArray::objectAtIndex(unsigned int)
161   0x00597f80 0x00597f80 GLOBAL FUNC   54         cocos2d::CCArray::removeObjectAtIndex(unsigned int, bool)
162   0x003c9590 0x003c9590 GLOBAL FUNC   669        AchievementBar::show()
163   0x001dd160 0x001dd160 GLOBAL FUNC   133        AchievementNotifier::notifyAchievement(char const*, char const*, char const*, bool)
164   0x003c94b0 0x003c94b0 GLOBAL FUNC   214        AchievementBar::create(char const*, char const*, char const*, bool)
165   0x00597b40 0x00597b40 GLOBAL FUNC   45         cocos2d::CCArray::addObject(cocos2d::CCObject*)
166   0x001dd1f0 0x001dd1f0 GLOBAL FUNC   97         AchievementNotifier::achievementDisplayFinished()
167   0x001dd260 0x001dd260 GLOBAL FUNC   165        AchievementNotifier::willSwitchToScene(cocos2d::CCScene*)
168   0x009e94ae 0x009e94ae WEAK   OBJ    22         typeinfo name for AchievementNotifier
169   0x00b8fb14 0x00b90b14 WEAK   OBJ    12         typeinfo for AchievementNotifier
170   0x00bdaa00 0x00bdba00 WEAK   OBJ    44         vtable for __cxxabiv1::__si_class_type_info
171   0x00bca344 0x00bcb344 WEAK   OBJ    12         typeinfo for cocos2d::CCNode
172   0x00596020 0x00596020 GLOBAL FUNC   9          cocos2d::CCCopying::copyWithZone(cocos2d::CCZone*)
173   0x00596030 0x00596030 GLOBAL FUNC   14         cocos2d::CCObject::isEqual(cocos2d::CCObject const*)
174   0x00596040 0x00596040 GLOBAL FUNC   29         cocos2d::CCObject::acceptVisitor(cocos2d::CCDataVisitor&)
175   0x0058f2c0 0x0058f2c0 GLOBAL FUNC   139        cocos2d::CCNode::update(float)
176   0x00596080 0x00596080 GLOBAL FUNC   9          cocos2d::CCObject::encodeWithCoder(DS_Dictionary*)
177   0x00596090 0x00596090 GLOBAL FUNC   9          cocos2d::CCObject::canEncode()
178   0x00596060 0x00596060 GLOBAL FUNC   12         cocos2d::CCObject::getTag() const
179   0x00596070 0x00596070 GLOBAL FUNC   14         cocos2d::CCObject::setTag(int)
180   0x0058d580 0x0058d580 GLOBAL FUNC   74         cocos2d::CCNode::setZOrder(int)
181   0x0058d560 0x0058d560 GLOBAL FUNC   17         cocos2d::CCNode::_setZOrder(int)
182   0x0058d550 0x0058d550 GLOBAL FUNC   15         cocos2d::CCNode::getZOrder()
183   0x0058d5e0 0x0058d5e0 GLOBAL FUNC   14         cocos2d::CCNode::setVertexZ(float)
184   0x0058d5d0 0x0058d5d0 GLOBAL FUNC   12         cocos2d::CCNode::getVertexZ()
185   0x0058d710 0x0058d710 GLOBAL FUNC   26         cocos2d::CCNode::setScaleX(float)
186   0x0058d700 0x0058d700 GLOBAL FUNC   12         cocos2d::CCNode::getScaleX()
187   0x0058d740 0x0058d740 GLOBAL FUNC   26         cocos2d::CCNode::setScaleY(float)
188   0x0058d730 0x0058d730 GLOBAL FUNC   12         cocos2d::CCNode::getScaleY()
189   0x0058d6b0 0x0058d6b0 GLOBAL FUNC   29         cocos2d::CCNode::setScale(float)
190   0x0058d6a0 0x0058d6a0 GLOBAL FUNC   12         cocos2d::CCNode::getScale()
191   0x0058d6d0 0x0058d6d0 GLOBAL FUNC   33         cocos2d::CCNode::setScale(float, float)
192   0x0058d770 0x0058d770 GLOBAL FUNC   34         cocos2d::CCNode::setPosition(cocos2d::CCPoint const&)
193   0x0058d760 0x0058d760 GLOBAL FUNC   12         cocos2d::CCNode::getPosition()
194   0x0058df50 0x0058df50 GLOBAL FUNC   98         cocos2d::CCNode::setPosition(float, float)
195   0x0058d7a0 0x0058d7a0 GLOBAL FUNC   23         cocos2d::CCNode::getPosition(float*, float*)
196   0x0058dee0 0x0058dee0 GLOBAL FUNC   97         cocos2d::CCNode::setPositionX(float)
197   0x0058d7c0 0x0058d7c0 GLOBAL FUNC   12         cocos2d::CCNode::getPositionX()
198   0x0058de70 0x0058de70 GLOBAL FUNC   97         cocos2d::CCNode::setPositionY(float)
199   0x0058d7d0 0x0058d7d0 GLOBAL FUNC   12         cocos2d::CCNode::getPositionY()
200   0x0058d500 0x0058d500 GLOBAL FUNC   26         cocos2d::CCNode::setSkewX(float)
201   0x0058d4f0 0x0058d4f0 GLOBAL FUNC   12         cocos2d::CCNode::getSkewX()
202   0x0058d530 0x0058d530 GLOBAL FUNC   26         cocos2d::CCNode::setSkewY(float)
203   0x0058d520 0x0058d520 GLOBAL FUNC   12         cocos2d::CCNode::getSkewY()
204   0x0058f210 0x0058f210 GLOBAL FUNC   164        cocos2d::CCNode::setAnchorPoint(cocos2d::CCPoint const&)
205   0x0058d840 0x0058d840 GLOBAL FUNC   12         cocos2d::CCNode::getAnchorPoint()
206   0x0058d830 0x0058d830 GLOBAL FUNC   12         cocos2d::CCNode::getAnchorPointInPoints()
207   0x0058f160 0x0058f160 GLOBAL FUNC   164        cocos2d::CCNode::setContentSize(cocos2d::CCSize const&)
208   0x0058d850 0x0058d850 GLOBAL FUNC   12         cocos2d::CCNode::getContentSize() const
209   0x0058ec40 0x0058ec40 GLOBAL FUNC   99         cocos2d::CCNode::getScaledContentSize()
210   0x0058d810 0x0058d810 GLOBAL FUNC   17         cocos2d::CCNode::setVisible(bool)
211   0x0058d800 0x0058d800 GLOBAL FUNC   16         cocos2d::CCNode::isVisible()
212   0x0058d600 0x0058d600 GLOBAL FUNC   60         cocos2d::CCNode::setRotation(float)
213   0x0058d5f0 0x0058d5f0 GLOBAL FUNC   12         cocos2d::CCNode::getRotation()
214   0x0058d650 0x0058d650 GLOBAL FUNC   26         cocos2d::CCNode::setRotationX(float)
215   0x0058d640 0x0058d640 GLOBAL FUNC   12         cocos2d::CCNode::getRotationX()
216   0x0058d680 0x0058d680 GLOBAL FUNC   26         cocos2d::CCNode::setRotationY(float)
217   0x0058d670 0x0058d670 GLOBAL FUNC   12         cocos2d::CCNode::getRotationY()
218   0x0058d920 0x0058d920 GLOBAL FUNC   17         cocos2d::CCNode::setOrderOfArrival(unsigned int)
219   0x0058d910 0x0058d910 GLOBAL FUNC   15         cocos2d::CCNode::getOrderOfArrival()
220   0x0058d970 0x0058d970 GLOBAL FUNC   17         cocos2d::CCNode::setGLServerState(cocos2d::ccGLServerState)
221   0x0058d960 0x0058d960 GLOBAL FUNC   15         cocos2d::CCNode::getGLServerState()
222   0x0058d8b0 0x0058d8b0 GLOBAL FUNC   37         cocos2d::CCNode::ignoreAnchorPointForPosition(bool)
223   0x0058d8a0 0x0058d8a0 GLOBAL FUNC   16         cocos2d::CCNode::isIgnoreAnchorPointForPosition()
224   0x0058d9d0 0x0058d9d0 GLOBAL FUNC   51         cocos2d::CCNode::addChild(cocos2d::CCNode*)
225   0x0058d990 0x0058d990 GLOBAL FUNC   49         cocos2d::CCNode::addChild(cocos2d::CCNode*, int)
226   0x0058fb90 0x0058fb90 GLOBAL FUNC   181        cocos2d::CCNode::addChild(cocos2d::CCNode*, int, int)
227   0x0058ea10 0x0058ea10 GLOBAL FUNC   133        cocos2d::CCNode::getChildByTag(int)
228   0x0058d7e0 0x0058d7e0 GLOBAL FUNC   15         cocos2d::CCNode::getChildren()
229   0x0058eaa0 0x0058eaa0 GLOBAL FUNC   46         cocos2d::CCNode::getChildrenCount() const
230   0x0058d880 0x0058d880 GLOBAL FUNC   17         cocos2d::CCNode::setParent(cocos2d::CCNode*)
231   0x0058d870 0x0058d870 GLOBAL FUNC   15         cocos2d::CCNode::getParent()
232   0x0058da10 0x0058da10 GLOBAL FUNC   32         cocos2d::CCNode::removeFromParent()
233   0x0058da30 0x0058da30 GLOBAL FUNC   52         cocos2d::CCNode::removeFromParentAndCleanup(bool)
234   0x0058da70 0x0058da70 GLOBAL FUNC   32         cocos2d::CCNode::removeMeAndCleanup()
235   0x0058da90 0x0058da90 GLOBAL FUNC   40         cocos2d::CCNode::removeChild(cocos2d::CCNode*)
236   0x0058fab0 0x0058fab0 GLOBAL FUNC   120        cocos2d::CCNode::removeChild(cocos2d::CCNode*, bool)
237   0x0058dac0 0x0058dac0 GLOBAL FUNC   40         cocos2d::CCNode::removeChildByTag(int)
238   0x0058daf0 0x0058daf0 GLOBAL FUNC   82         cocos2d::CCNode::removeChildByTag(int, bool)
239   0x0058db50 0x0058db50 GLOBAL FUNC   32         cocos2d::CCNode::removeAllChildren()
240   0x0058ead0 0x0058ead0 GLOBAL FUNC   365        cocos2d::CCNode::removeAllChildrenWithCleanup(bool)
241   0x0058db70 0x0058db70 GLOBAL FUNC   99         cocos2d::CCNode::reorderChild(cocos2d::CCNode*, int)
242   0x0058ed20 0x0058ed20 GLOBAL FUNC   218        cocos2d::CCNode::sortAllChildren()
243   0x0058d7f0 0x0058d7f0 GLOBAL FUNC   15         cocos2d::CCNode::getGrid()
244   0x0058e9b0 0x0058e9b0 GLOBAL FUNC   88         cocos2d::CCNode::setGrid(cocos2d::CCGridBase*)
245   0x0058d8e0 0x0058d8e0 GLOBAL FUNC   15         cocos2d::CCNode::getUserData()
246   0x0058d8f0 0x0058d8f0 GLOBAL FUNC   17         cocos2d::CCNode::setUserData(void*)
247   0x0058d950 0x0058d950 GLOBAL FUNC   15         cocos2d::CCNode::getUserObject()
248   0x0058e950 0x0058e950 GLOBAL FUNC   88         cocos2d::CCNode::setUserObject(cocos2d::CCObject*)
249   0x0058d940 0x0058d940 GLOBAL FUNC   15         cocos2d::CCNode::getShaderProgram()
250   0x0058e8f0 0x0058e8f0 GLOBAL FUNC   88         cocos2d::CCNode::setShaderProgram(cocos2d::CCGLProgram*)
251   0x0058ecb0 0x0058ecb0 GLOBAL FUNC   103        cocos2d::CCNode::getCamera()
252   0x0058d860 0x0058d860 GLOBAL FUNC   16         cocos2d::CCNode::isRunning()
253   0x0058dbf0 0x0058dbf0 GLOBAL FUNC   36         cocos2d::CCNode::registerScriptHandler(int)
254   0x0058f350 0x0058f350 GLOBAL FUNC   85         cocos2d::CCNode::unregisterScriptHandler()
255   0x005905c0 0x005905c0 GLOBAL FUNC   208        cocos2d::CCNode::onEnter()
256   0x0058e850 0x0058e850 GLOBAL FUNC   149        cocos2d::CCNode::onEnterTransitionDidFinish()
257   0x005906e0 0x005906e0 GLOBAL FUNC   162        cocos2d::CCNode::onExit()
258   0x0058f5e0 0x0058f5e0 GLOBAL FUNC   154        cocos2d::CCNode::onExitTransitionDidStart()
259   0x005904c0 0x005904c0 GLOBAL FUNC   165        cocos2d::CCNode::cleanup()
260   0x0058dbe0 0x0058dbe0 GLOBAL FUNC   9          cocos2d::CCNode::draw()
261   0x0058fdc0 0x0058fdc0 GLOBAL FUNC   357        cocos2d::CCNode::visit()
262   0x0058ffc0 0x0058ffc0 GLOBAL FUNC   104        cocos2d::CCNode::setActionManager(cocos2d::CCActionManager*)
263   0x0058dc20 0x0058dc20 GLOBAL FUNC   15         cocos2d::CCNode::getActionManager()
264   0x00590450 0x00590450 GLOBAL FUNC   104        cocos2d::CCNode::setScheduler(cocos2d::CCScheduler*)
265   0x0058dc30 0x0058dc30 GLOBAL FUNC   15         cocos2d::CCNode::getScheduler()
266   0x0058dc50 0x0058dc50 GLOBAL FUNC   71         cocos2d::CCNode::updateTransform()
267   0x0058e2a0 0x0058e2a0 GLOBAL FUNC   1456       cocos2d::CCNode::nodeToParentTransform()
268   0x0058e0f0 0x0058e0f0 GLOBAL FUNC   237        cocos2d::CCNode::parentToNodeTransform()
269   0x0058e1e0 0x0058e1e0 GLOBAL FUNC   187        cocos2d::CCNode::nodeToWorldTransform()
270   0x0058e090 0x0058e090 GLOBAL FUNC   95         cocos2d::CCNode::worldToNodeTransform()
